Site,Type,Treatment,Season,Day,Species
10,Short grassland,Grazed,Dry,518,Scutellaria racemosa
10,Short grassland,Grazed,Dry,518,Neptunia pubescens
10,Short grassland,Grazed,Dry,518,Trifolium sp.
10,Short grassland,Grazed,Dry,518,Paspalum almum
10,Medium-tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
10,Medium-tall grassland,Ungrazed,Dry,518,Verbena litoralis
10,Medium-tall grassland,Ungrazed,Dry,518,Adiantopsis chlorophylla
10,Medium-tall grassland,Ungrazed,Dry,518,Galium richardianum
10,Medium-tall grassland,Ungrazed,Dry,518,Paspalum urvillei
10,Medium-tall grassland,Ungrazed,Dry,518,Cyperus virens
10,Medium-tall grassland,Ungrazed,Dry,518,Chascolytrum uniolae
10,Medium-tall grassland,Ungrazed,Dry,518,Setaria parviflora
10,Medium-tall grassland,Grazed,Dry,518,Desmodium incanum
10,Medium-tall grassland,Grazed,Dry,518,Dichondra microcalyx
10,Medium-tall grassland,Grazed,Dry,518,Sisyrinchium micranthum
10,Medium-tall grassland,Grazed,Dry,518,Steinchisma laxum
10,Medium-tall grassland,Grazed,Dry,518,Sida spinosa
10,Medium-tall grassland,Grazed,Dry,518,Evolvulus sericeus
10,Medium-tall grassland,Grazed,Dry,518,Polygala pulchella
10,Medium-tall grassland,Grazed,Dry,518,Scutellaria racemosa
10,Medium-tall grassland,Grazed,Dry,518,Ruellia morongii
10,Medium-tall grassland,Grazed,Dry,518,Oxalis sp.
10,Medium-tall grassland,Grazed,Dry,518,Paspalum almum
10,Tall grassland,Ungrazed,Dry,518,Sorghastrum setosum
10,Tall grassland,Ungrazed,Dry,518,Passiflora caerulea
10,Tall grassland,Ungrazed,Dry,518,Marsilea ancylopoda
10,Tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
10,Tall grassland,Ungrazed,Dry,518,Forsteronia glabrescens
10,Tall grassland,Ungrazed,Dry,518,Iresine diffusa
10,Tall grassland,Ungrazed,Dry,518,Mikania periplocifolia
10,Tall grassland,Ungrazed,Dry,518,Eleocharis viridans
10,Tall grassland,Grazed,Dry,518,Sorghastrum setosum
10,Tall grassland,Grazed,Dry,518,Acca
10,Tall grassland,Grazed,Dry,518,Scutellaria racemosa
10,Tall grassland,Grazed,Dry,518,Luziola peruviana
10,Tall grassland,Grazed,Dry,518,Glandularia pulchella
10,Tall grassland,Grazed,Dry,518,Setaria parviflora
